imdb_id,movie_name,genre,cast
tt0476762,Big Brother,"Action, Crime, Drama","Sunny Deol, Priyanka Chopra Jonas, Vikas Anand, Ashok Kumar Beniwal"
tt0060104,Amrapali,"Musical, Fantasy","Vyjayanthimala, Sunil Dutt, Premnath Malhotra, Bipin Gupta"
tt0359440,Hukumat,"Action, Drama","Dharmendra, Rati Agnihotri, Shammi Kapoor, Sadashiv Amrapurkar"
tt0252318,Chhoti Chhoti Baatein,Drama,"Motilal, Leela Mishra, Moti Sagar, Nadira"
tt27411485,Minus 31: The Nagpur Files,"Crime, Mystery","Raghubir Yadav, Rucha Inamdar, Rajesh Sharma, Kaam Bhaari"
tt0451833,No Entry,"Comedy, Drama, Musical","Salman Khan, Anil Kapoor, Fardeen Khan, Bipasha Basu"
tt0348843,Jism,"Drama, Romance, Thriller","Bipasha Basu, John Abraham, Gulshan Grover, Vinay Pathak"
tt0242314,Billoo Baadshah,"Action, Crime, Drama","Shatrughan Sinha, Anita Raj, Govinda, Neelam Kothari"
tt0118660,Auzaar,"Action, Drama, Musical","Salman Khan, Sanjay Kapoor, Shilpa Shetty Kundra, Nirmal Pandey"
tt6494052,Nenu Local,"Action, Comedy, Romance","Nani, Keerthy Suresh, Naveen Chandra, Sachin Khedekar"
tt8107464,Amar Akbar Anthony,"Action, Comedy, Crime","Ravi Teja, Ileana D'Cruz, Vikramjeet Virk, Abhimanyu Singh"
tt0405024,Hum Kaun Hai?,"Horror, Drama, Mystery","Amitabh Bachchan, Dimple Kapadia, Dharmendra, Moushumi Chatterjee"
tt28229250,ANOLB,Sci-Fi,Ravish Rajora
tt0168516,Biwi Ho To Aisi,"Comedy, Drama","Rekha, Farooq Shaikh, Bindu Desai, Govardhan Asrani"
tt5313980,Tere Bin Laden: Dead or Alive,Comedy,"Maniesh Paul, Pradhuman Singh, Sikandar Kher, Parthaa Akerkar"
tt0242840,Sampoorna Ramayana,"Drama, Adventure, Action","Mahipal, Anita Guha, Sulochana Latkar, Lalita Pawar"
tt0118957,Deewana Mastana,"Comedy, Romance","Anil Kapoor, Govinda, Juhi Chawla, Johny Lever"
tt24216816,Shadyantra,Thriller,"Hina Khan, Chandan Roy Sanyal, Kunaal Roy Kapur, Shruti Bapna"
tt0176105,Roti,"Drama, Romance, Thriller","Rajesh Khanna, Mumtaz Askari, Nirupa Roy, Sujit Kumar"
tt0070935,Yaadon Ki Baaraat,"Action, Drama, Musical","Dharmendra, Zeenat Aman, Vijay Arora, Imtiaz Khan"
tt9735672,Eiga Doraemon: Nobita no getsumen tansaki,"Animation, Action, Adventure","Wasabi Mizuta, Megumi Ohara, Yumi Kakazu, Subaru Kimura"
tt7613166,Dhh,"Drama, Family","Naseeruddin Shah, Kahaan, Karan Patel, Kuldeep Sodha"
tt0073224,Kaala Sona,"Action, Thriller","Feroz Khan, Parveen Babi, Prem Chopra, Farida Jalal"
tt0255112,Dhaai Akshar Prem Ke,"Drama, Romance","Abhishek Bachchan, Aishwarya Rai Bachchan, Amrish Puri, Anupam Kher"
tt0497573,Sandai Kozhi,Action,"Vishal, Meera Jasmine, Raj Kiran, Lal"
tt26787644,Maama Mascheendra,"Action, Drama","Eesha Rebba, Ajay, Sudheer Babu Posani, Mirnalini Ravi"
tt7559180,99 Songs,"Musical, Romance","Ehan Bhat, Edilsy Vargas, Tenzing Dalha, Lisa Ray"
tt0444767,A Sublime Love Story: Barsaat,"Drama, Romance","Bobby Deol, Priyanka Chopra Jonas, Bipasha Basu, Mahesh Thakur"
tt9390222,72 Hours: Martyr Who Never Died,"Action, Biography, Drama","Avinash Dhyani, Prashil Rawat, Mukesh Tiwari, Yeshi Dema"
tt0112876,Diya Aur Toofan,"Action, Drama, Thriller","Mithun Chakraborty, Madhoo, Maya Alagh, Vijay Arora"
tt17507072,Silsila Sidnaaz Ka,Romance,"Mithun Chakraborty, Madhoo, Maya Alagh, Vijay Arora"
tt2882200,Sheela Meri Jaan,Thriller,"Mithun Chakraborty, Madhoo, Maya Alagh, Vijay Arora"
tt2215163,Issaq,"Drama, Romance","Prateik Patil Babbar, Amyra Dastur, Ravi Kishan, Prashant Narayanan"
tt1105709,8 x 10 Tasveer,"Action, Crime, Drama","Akshay Kumar, Ayesha Takia, Jaaved Jaaferi, Girish Karnad"
tt0259854,Andhera,"Crime, Drama, Thriller","Sameer Khan, Vani Ganpati, Imtiaz Khan, Dulari"
tt0306855,Style,"Comedy, Musical, Mystery","Sharman Joshi, Sahil Khan, Riya Sen, Shilpi Sharma"
tt2716060,Jawani Ki Kahani,Drama,"Abhilasha, Vijay Arora, Ramesh Deo, Seema Deo"
tt28134270,Monster,Thriller,"Amarjeet Singh, Hannah Panneriy"
tt0295682,The Warrior,"Adventure, Drama","Irrfan Khan, Puru Chibber, Aino Annuddin, Manoj Mishra"
tt1020978,Naqaab,"Crime, Drama, Romance","Bobby Deol, Akshaye Khanna, Urvashi Sharma, Vikas Kalantri"
tt5742874,Sarkar 3,"Action, Crime, Drama","Amitabh Bachchan, Yami Gautam, Manoj Bajpayee, Abhishek Bachchan"
tt0322653,Mere Yaar Ki Shaadi Hai,"Comedy, Drama, Romance","Uday Chopra, Jimmy Shergill, Bipasha Basu, Tanaaz Currim Irani"
tt28549549,Pyaar Hai Toh Hai, ,"Karan Hariharan, Paanie Kashyap, Rohit Choudhury, Shiv Prateek"
tt8060624,Nawabzaade,"Comedy, Romance","Dharmesh Yelande, Punit Pathak, Raghav Juyal, Isha Rikhi"
tt4807830,Lipstick Under My Burkha,"Comedy, Drama","Aahana Kumra, Ratna Pathak Shah, Konkona Sen Sharma, Plabita Borthakur"
tt2246724,Ghanchakkar,"Comedy, Crime, Thriller","Emraan Hashmi, Vidya Balan, Namit Das, Rajesh Sharma"
tt0442855,Vaada,"Crime, Drama, Mystery","Arjun Rampal, Zayed Khan, Ameesha Patel, Alok Nath"
tt11203296,Khiladi 1080,Action,"Rakul Preet Singh, Sonakshi Sinha, Huma Qureshi, Shehnaaz Gill"
tt0084324,Meri Jung,"Action, Drama","Anil Kapoor, Girish Karnad, Nutan, Amrish Puri"
tt0392360,Love,"Drama, Musical, Romance","Salman Khan, Arun Bakshi, Rita Bhaduri, Sunil Dhawan"
tt0437182,Family: Ties of Blood,"Action, Crime, Drama","Amitabh Bachchan, Akshay Kumar, Bhoomika Chawla, Aryeman Ramsay"
tt0486615,London Dreams,"Drama, Music","Salman Khan, Ajay Devgn, Om Puri, Aditya Roy Kapoor"
tt0488976,C U at 9,"Drama, Horror, Mystery","Isaiah, Malavika Nair, Kanksha, Marion Rodrigues"
tt0103763,Balwaan,"Action, Adventure","Suniel Shetty, Divya Bharti, Danny Denzongpa, Avtar Gill"
tt12403994,Aashiqui 3,"Drama, Music, Romance",Kartik Aaryan
tt0395802,Veergati,"Action, Drama","Salman Khan, Atul Agnihotri, Sudesh Berry, Pooja Dadwal"
tt12788586,Perversion,Drama,"Adiya, Natasha, Sneha, Tanisha"
tt0459605,Eklavya,"Action, Drama, Mystery","Amitabh Bachchan, Saif Ali Khan, Sanjay Dutt, Vidya Balan"
tt0071730,Kunwara Baap,"Comedy, Drama","Mehmood, Bharathi, Aachi Manorama, Bhushan Tiwari"
tt2726810,Junglee Tarzan,Action,"Vijay Saxena, Nisha Kamat, Joginder Shelly, Jr. Shah Rukh Khan"
tt0082796,Naram Garam,"Comedy, Drama","Amol Palekar, Swaroop Sampat, Utpal Dutt, A.K. Hangal"
tt8175968,High Jack,Comedy,"Sumeet Vyas, Mantra Mugdh, Sonnalli Seygall, Boloram Das"
tt0099080,Baaghi: A Rebel for Love,"Action, Drama, Romance","Salman Khan, Nagma, Shakti Kapoor, Kiran Kumar"
tt3398048,Tevar,"Action, Drama, Romance","Arjun Kapoor, Sonakshi Sinha, Manoj Bajpayee, Deepti Naval"
tt9176102,Tuesdays and Fridays,"Comedy, Musical, Romance","Anmol Dhillon, Jhataleka Malhotra, Niki Walia, Zoa Morani"
tt0307116,Maa Tujhhe Salaam,"Action, Drama","Sunny Deol, Tabu, Arbaaz Khan, Tinnu Verma"
tt4971258,Bombairiya,"Comedy, Crime, Drama","Radhika Apte, Akshay Oberoi, Siddhant Kapoor, Ravi Kishan"
tt7628180,Chitrakut,Drama,"Auritra Ghosh, Vibhore Mayank, Naina Trivedi, Shruti Bapna"
tt0268129,Ajanabee,"Drama, Romance","Rajesh Khanna, Zeenat Aman, Prem Chopra, Govardhan Asrani"
tt0443708,Page 3,Drama,"Konkona Sen Sharma, Atul Kulkarni, Sandhya Mridul, Tara Sharma"
tt0089194,Geraftaar,"Action, Drama","Kamal Haasan, Poonam Dhillon, Amitabh Bachchan, Madhavi"
tt0406977,Masti,"Comedy, Crime, Mystery","Ajay Devgn, Vivek Oberoi, Aftab Shivdasani, Riteish Deshmukh"
tt7853242,Love Per Square Foot,"Comedy, Romance","Vicky Kaushal, Angira Dhar, Alankrita Sahai, Raghubir Yadav"
tt0306434,Aankhen,"Crime, Drama, Thriller","Amitabh Bachchan, Akshay Kumar, Sushmita Sen, Arjun Rampal"
tt0118931,Daud: Fun on the Run,"Action, Adventure, Comedy","Sanjay Dutt, Urmila Matondkar, Paresh Rawal, Neeraj Vora"
tt15654502,The Ladykiller, ,"Bhumi Pednekar, Arjun Kapoor, Backagaindancer, Mrityunjay Pandey"
tt9176260,Bypass Road,"Drama, Mystery, Thriller","Neil Nitin Mukesh, Adah Sharma, Gul Panag, Taher Shabbir"
tt11229134,Durgamati: The Myth,"Horror, Thriller","Bhumi Pednekar, Mahie Gill, Arshad Warsi, Jisshu Sengupta"
tt0069671,Abhimaan,"Drama, Musical","Amitabh Bachchan, Jaya Bachchan, Govardhan Asrani, Bindu Desai"
tt14160620,Penthouse,"Crime, Mystery, Thriller","Manjari Fadnnis, Mouni Roy, Bobby Deol, Arjun Rampal"
tt13782010,Dus,Action,"Rahul Dev, Sanjay Dutt, Salman Khan, Vinod Khanna"
tt0369018,Thokar,"Action, Drama, Family","Baldev Khosa, Alka, Poonam Vaidya, Mehmood Jr."
tt0290326,Tum Bin...: Love Will Find a Way,"Drama, Romance","Priyanshu Chatterjee, Himanshu Malik, Sandali Sinha, Raqesh Bapat"
tt13801462,Gandhi Godse Ek Yudh,"Drama, History","Deepak Antani, Chinmay Mandlekar, Tanisha Santoshi, Anuj Saini"
tt3771536,Shivaay,"Action, Adventure, Crime","Ajay Devgn, Abigail Eames, Erika Kaar, Sayyeshaa Saigal"
tt0101283,Ajooba,"Action, Adventure, Comedy","Amitabh Bachchan, Dimple Kapadia, Rishi Kapoor, Sonam"
tt0113913,Naajayaz,"Action, Drama","Naseeruddin Shah, Ajay Devgn, Juhi Chawla, Deepak Tijori"
tt0155928,Oru Kaidhiyin Diary,"Crime, Drama, Thriller","Kamal Haasan, Revathi, Radha, Janakaraj"
tt14253784,Junglemahal: The Awakening,Horror,"Masoomeh Ab, Aditya Baliyan, Farhad Khairy, Suraiya Parvin"
tt27688444,Apno Se Bewafai,Drama,"Sonam Arora, Soni Bhoir, Mahima Chaudhry, Irrfan Khan"
tt0083820,Desh Premee,"Action, Comedy, Drama","Amitabh Bachchan, Hema Malini, Navin Nischol, Parveen Babi"
tt0116391,Gang,"Action, Crime, Drama","Jackie Shroff, Nana Patekar, Kumar Gaurav, Jaaved Jaaferi"
tt15302628,Tapa Tap,Romance,"Jackie Shroff, Nana Patekar, Kumar Gaurav, Jaaved Jaaferi"
tt0128985,Chalti Ka Naam Gaadi,"Comedy, Musical, Romance","Ashok Kumar, Madhubala, Anoop Kumar, Kishore Kumar"
tt1706317,Tezz,"Action, Crime, Drama","Anil Kapoor, Ajay Devgn, Mohanlal, Kangana Ranaut"
tt2884574,Pyasa Darinda,Horror,"Anil Kapoor, Ajay Devgn, Mohanlal, Kangana Ranaut"
tt5805252,Budhia Singh: Born to Run,"Biography, Drama, Sport","Manoj Bajpayee, Mayur Mahendra Patole, Gajraj Rao, Tillotama Shome"
tt0156691,Kaash,Drama,"Jackie Shroff, Dimple Kapadia, Master Makrand, Anupam Kher"
tt0379818,I - Proud to Be an Indian,"Action, Crime, Drama","Sohail Khan, Tim Lawrence, Mona Ambegaonkar, Scott Hinds"
tt0112738,Criminal,"Action, Romance, Thriller","Nagarjuna Akkineni, Manisha Koirala, Ramya Krishnan, Laxmikant Berde"
tt1992138,Force,"Action, Crime, Drama","John Abraham, Genelia Deshmukh, Vidyut Jammwal, Raj Babbar"
tt0119427,Judaai,"Comedy, Drama, Romance","Anil Kapoor, Sridevi, Urmila Matondkar, Paresh Rawal"
tt6009232,Tom Dick and Harry Returns,Comedy,"Jimmy Shergill, Pooja Chopra, Sanjay Dutt, Nazia Hussain"
tt0316369,Padikkathavan,Drama,"Rajinikanth, Ambika, Vijay Babu, Shivaji Ganesan"
tt0348078,Souten,"Drama, Musical, Romance","Rajesh Khanna, Tina Ambani, Padmini Kolhapure, Prem Chopra"
tt0066888,Caravan,"Action, Comedy, Musical","Asha Parekh, Jeetendra, Aruna Irani, Mehmood Jr."
tt0457875,Ek Ajnabee,"Action, Crime, Drama","Amitabh Bachchan, Arjun Rampal, Perizaad Zorabian, Rucha Vaidya"
tt25434258,Apurva,"Drama, Thriller","Tara Sutaria, Abhishek Banerjee, Rajpal Naurang Yadav, Dhairya Karwa"
tt6180274,Poorna,"Action, Adventure, Biography","Aditi Inamdar, Rahul Bose, Heeba Shah, Arif Zakaria"
tt15378284,Am I Next,Crime,"Anushka Sen, Neelu Dogra, Tariq Khan, Ahmer Haider"
tt1869296,Bhuddah Hoga Tera Baap,"Action, Comedy, Crime","Amitabh Bachchan, Hema Malini, Sonu Sood, Sonal Chauhan"
tt1047519,Red Swastik,"Crime, Drama, Thriller","Sherlyn Chopra, Harsh Chhaya, Deepshikha Nagpal, Deepraj Rana"
tt7549484,Firangi,"Comedy, Drama","Kapil Sharma, Ishita Dutta, Monica Gill, Edward Sonnenblick"
tt0094979,The Deceivers,"Adventure, Crime, Drama","Pierce Brosnan, Saeed Jaffrey, Shashi Kapoor, Helena Michell"
tt7274806,Kaashi in Search of Ganga,Thriller,"Prince Adhikari, Aishwarya Devan, Sukriti Gupta, Kranti Prakash Jha"
tt0845529,Risk,"Action, Crime, Drama","Vinod Khanna, Randeep Hooda, Tanushree Dutta, Madhuri Bhagwat"
tt0055783,Bees Saal Baad,"Thriller, Musical, Mystery","Biswajeet Chatterjee, Waheeda Rehman, Manmohan Krishna, Madan Puri"
tt0266875,Raat,Horror,"Revathi, Rohini Hattangadi, Om Puri, Akash Khurana"
tt2369154,R... Rajkumar,"Action, Comedy, Crime","Shahid Kapoor, Sonakshi Sinha, Sonu Sood, Ashish Vidyarthi"
tt26733635,Sulaikha Manzil,"Comedy, Drama, Family","Noushad Ali, Lukman Avaran, Shebin Benson, Jolly Chirayath"
tt0215517,Angoor,Comedy,"Sanjeev Kumar, Moushumi Chatterjee, Deven Verma, Aruna Irani"
tt10741542,Sherni,"Action, Adventure, Drama","Vidya Balan, Vijay Raaz, Neeraj Kabi, Mukesh Khanna"
tt5638500,1920 London,"Horror, Mystery","Sharman Joshi, Meera Chopra, Vishal Karwal, Surendra Pal"
tt2344678,Himmatwala,"Action, Comedy, Drama","Ajay Devgn, Tamannaah Bhatia, Mahesh Manjrekar, Paresh Rawal"
tt0256692,Chori Chori Chupke Chupke,"Comedy, Drama, Musical","Salman Khan, Rani Mukerji, Preity G Zinta, Amrish Puri"
tt0196635,International Khiladi,"Action, Crime, Drama","Akshay Kumar, Twinkle Khanna, Rajat Bedi, Vivek Shauq"
tt3672698,Play Girls,Thriller,"Akshay Kumar, Twinkle Khanna, Rajat Bedi, Vivek Shauq"
tt22023260,100%,Comedy,"Shehnaaz Gill, Nora Fatehi, Riteish Deshmukh, Sahil Chaudhary"
tt0477857,Sehar,"Action, Crime, Drama","Arshad Warsi, Pankaj Kapur, Mahima Chaudhry, Sushant Singh"
tt15210862,Bade Achhe Lagte Hai,Crime,"Rohan Shah, Azhar Sheikh, Suman Singh, Boishali Sinha"
tt0053980,Kala Bazar,"Crime, Drama, Musical","Dev Anand, Waheeda Rehman, Nanda Karnataki, Vijay Anand"
tt6468814,Touch Chesi Chudu,"Action, Comedy, Crime","Ravi Teja, Raashi Khanna, Seerat Kapoor, Murli Sharma"
tt0175423,Aap Ki Kasam,"Romance, Drama","Rajesh Khanna, Mumtaz Askari, Sanjeev Kumar, Rehman Khan"
tt3483646,Bewakoofiyaan,"Comedy, Drama, Romance","Ayushmann Khurrana, Sonam Kapoor, Rishi Kapoor, Swedha Singh"
tt0142431,Khamoshi,"Drama, Romance","Rajesh Khanna, Waheeda Rehman, Nasir Hussain, Snehlata"
tt0102835,Sanam Bewafa,"Drama, Romance","Salman Khan, Chandni, Kanchan, Pran Sikand"
tt21386020,Rocket Gang,"Comedy, Drama, Fantasy","Aditya Seal, Nikita Dutta, Jason Tham, Mokshada Jaikhani"
tt16169406,Andaman,Drama,"Vishal Agiran, Arav Aryavanshi, Arav Aryavanshi, Dinesh Awasthi"
tt0284456,Samadhi,"Action, Drama, Romance","Asha Parekh, Dharmendra, Jaya Bachchan, Tun Tun"
tt0189633,Kareeb,"Drama, Romance","Bobby Deol, Shabana Raza, Abhay Chopra, Moushumi Chatterjee"
tt7172308,Kuldip Patwal: I Didn't Do It!,"Crime, Drama, Mystery","Deepak Dobriyal, Gulshan Devaiah, Raima Sen, Parvin Dabas"
tt0396563,Dil Ne Jise Apna Kaha,"Drama, Romance","Salman Khan, Preity G Zinta, Bhoomika Chawla, Rati Agnihotri"
tt21391884,Pokhar Ke Dunu Paar,Drama,"Abhinav Jha, Tanaya Khan Jha, Dheeraj Kumar, Sheelnidhi"
tt23128938,Wonder Women,Drama,"Nadia Moidu, Nithya Menen, Parvathy Thiruvothu, Padmapriya"
tt1446071,"Gallit Gondhal, Dillit Mujra",Comedy,"Makarand Anaspure, Suzanne Bernert, Nagesh Bhonsle, Ramchandra Dhumal"
tt0079221,Gol Maal,"Comedy, Romance","Amol Palekar, Bindiya Goswami, Deven Verma, Shobha Khote"
tt0074730,Kabhie Kabhie,"Drama, Romance","Amitabh Bachchan, Shashi Kapoor, Rakhee Gulzar, Waheeda Rehman"
tt15180374,Mystery of the Tattoo,Thriller,"Rohit Raaj, Arjun Rampal, Daisy Shah, Manoj Joshi"
tt22436062,Dhoomam,"Action, Adventure, Drama","Fahadh Faasil, Roshan Mathew, Aparna Balamurali, Achyuth Kumar"
tt0091328,Karma,"Action, Adventure, Drama","Dilip Kumar, Nutan, Naseeruddin Shah, Jackie Shroff"
tt0078204,Satyam Shivam Sundaram: Love Sublime,"Drama, Musical, Romance","Shashi Kapoor, Zeenat Aman, Kanhaiyalal Chaturvedi, A.K. Hangal"
tt0097045,Chandni,"Drama, Musical, Romance","Sridevi, Rishi Kapoor, Vinod Khanna, Waheeda Rehman"
tt13097434,Colour Photo,Drama,"Suhas, Chandini Chowdary, Sunil, Harsha Chemudu"
tt5978194,Bhouri,Drama,"Raghubir Yadav, Masha Pour, Kunika Sadanand, Vicky Ahuja"
tt7609114,Yamla Pagla Deewana Phir Se...,"Action, Comedy, Drama","Dharmendra, Sunny Deol, Bobby Deol, Kriti Kharbanda"
tt4467262,Katti Batti,"Comedy, Drama, Romance","Imran Khan, Kangana Ranaut, Abhishek Saha, Suhaas Ahuja"
tt14188316,Chidiakhana,"Drama, Sport","Ritvik Sahore, Avneet Kaur, Rajeshwari Sachdev, Prashant Narayanan"
tt13261780,Hari Singh Nalwa - Champion of the Khalsa Ji,Biography,"Ritvik Sahore, Avneet Kaur, Rajeshwari Sachdev, Prashant Narayanan"
tt0857381,I See You,"Comedy, Drama, Fantasy","Arjun Rampal, Vipasha Agarwal, Chunky Pandey, Boman Irani"
tt0089599,Mirch Masala,"Drama, Thriller","Smita Patil, Naseeruddin Shah, Om Puri, Ratna Pathak Shah"
tt0403200,Khilona,"Drama, Romance","Aditya Pancholi, Shakti Kapoor, Mohan Joshi, Monica Bedi"
tt0205968,Gharwali Baharwali,Comedy,"Anil Kapoor, Raveena Tandon, Rambha, Satish Kaushik"
tt5637188,Saat Uchakkey,Comedy,"Manoj Bajpayee, Vijay Raaz, Aditi Sharma, Annu Kapoor"
tt0069711,Anamika,"Mystery, Romance, Musical","Sanjeev Kumar, Jaya Bachchan, Iftekhar, Govardhan Asrani"
tt27440937,Weapon,"Action, Sci-Fi, Thriller","Vasanth Ravi, Shiyas Kareem, Sathyaraj, Tanya Hope"
tt14922300,Collar Bomb,"Action, Thriller","Jimmy Shergill, Sparsh Srivastav, Rajshri Deshpande, Asha Negi"
tt0154565,Haqeeqat,"Action, Musical, War","Balraj Sahni, Dharmendra, Vijay Anand, Indrani Mukherjee"
tt0072064,Rajnigandha,"Drama, Romance","Vidya Sinha, Amol Palekar, Dinesh Thakur, Rajeeta Kochhar"
tt0248289,Party,Drama,"Deepa Sahi, Ila Arun, Raju Barot, Mohan Bhandari"
tt0291883,Ek Ladka Ek Ladki,"Comedy, Romance","Salman Khan, Neelam Kothari, Anupam Kher, Govardhan Asrani"
tt0433425,Parzania,"Drama, History","Naseeruddin Shah, Corin Nemec, Sarika Thakur, Parzaan Dastur"
tt6275262,Vodka Diaries,"Mystery, Thriller","Kay Kay Menon, Raima Sen, Mandira Bedi, Sharib Hashmi"
tt0359830,Phool Khile Hain Gulshan Gulshan,"Drama, Family","Rishi Kapoor, Moushumi Chatterjee, Ashok Kumar, Amjad Khan"
tt0187279,Meri Biwi Ka Jawab Nahin,"Action, Comedy, Romance","Akshay Kumar, Sridevi, Gulshan Grover, Laxmikant Berde"
tt0989725,Undertrial,"Crime, Drama","Rajpal Naurang Yadav, Kader Khan, Prem Chopra, Pratima Kazmi"
tt0115484,Agni Sakshi,"Drama, Musical, Romance","Jackie Shroff, Nana Patekar, Manisha Koirala, Divya Dutta"
tt0360051,Suryaa: An Awakening,"Action, Drama","Raaj Kumar, Vinod Khanna, Raj Babbar, Bhanupriya"
tt0118525,...Aur Pyaar Ho Gaya,"Comedy, Drama, Musical","Bobby Deol, Aishwarya Rai Bachchan, Shammi Kapoor, Anupam Kher"
tt4022278,Fever,"Crime, Mystery","Rajeev Khandelwal, Gauahar Khan, Gemma Atkinson, Ankita Makwana"
tt1664809,Rakhta Charitra,"Action, Biography, Crime","Vivek Oberoi, Shatrughan Sinha, Sudeep, Abhimanyu Singh"
tt6080746,Raag Desh,"Action, Drama, History","Kunal Kapoor, Amit Sadh, Mohit Marwah, Kenneth Desai"
tt0408126,Pudhiya Geethai,"Action, Drama, Romance","Joseph Vijay, Meera Jasmine, Ameesha Patel, Kalabhavan Mani"
tt2423132,Akaash Vani,"Drama, Romance","Kartik Aaryan, Nushrratt Bharuccha, Sunny Singh, Gautam Mehra"
tt0364466,Kundan,"Action, Drama","Dharmendra, Jaya Prada, Amrish Puri, Farha Naaz"
tt0103709,Apradhi,"Action, Crime, Drama","Vikas Anand, Aparajita, Arun Bakshi, Rajni Bala"
tt11163028,House Arrest,Comedy,"Ali Fazal, Shriya Pilgaonkar, Jim Sarbh, Barkha Singh"
tt0073034,Garm Hava,Drama,"Balraj Sahni, A.K. Hangal, Geeta Kak, Jamal Hashmi"
tt0064915,Saat Hindustani,"Action, Adventure, Drama","Utpal Dutt, Jalal Agha, Anwar Ali, Madhu"
tt2321163,ABCD (Any Body Can Dance),"Drama, Music","Prabhu Deva, Ganesh Acharya, Kay Kay Menon, Lauren Gottlieb"
tt5005684,Nil Battey Sannata,"Drama, Family","Swara Bhasker, Riya Shukla, Ratna Pathak Shah, Pankaj Tripathi"
tt28476186,Badmaash Babes,Drama,"Bhumika Gurung, Pratibha Phogat, Chandni Srivastava"
tt13178692,376 D,"Crime, Thriller","Vivek Kumar, Deeksha Joshi, Sumit Singh Sikarwar, Priyanka Sharma"
tt0105394,Shola Aur Shabnam,"Action, Comedy, Drama","Govinda, Divya Bharti, Gulshan Grover, Alok Nath"
tt0443594,Naina,"Drama, Horror, Mystery","Urmila Matondkar, Anuj Sawhney, Malavika Nair, Amardeep Jha"
tt0309926,Noorie,"Drama, Family, Romance","Farooq Shaikh, Poonam Dhillon, Madan Puri, Iftekhar"
tt3059106,Satya 2,"Action, Crime, Drama","Puneet Singh Ratn, Sharwanand, Anaika Soti, Mahesh Thakur"
tt0329354,Marigold,"Comedy, Music, Romance","Salman Khan, Ali Larter, Nandana Sen, Ian Bohen"
tt5056470,Teraa Surroor,"Action, Drama, Romance","Himesh Reshammiya, Farah Karimaee, Naseeruddin Shah, Shekhar Kapur"
tt6649234,Be Happy, ,"Abhishek Bachchan, Nora Fatehi"
tt0392883,Valley of Flowers,"Adventure, Drama, Fantasy","Milind Soman, Mylène Jampanoï, Naseeruddin Shah, Jampa Kalsang Tamang"
tt0382385,Zameen,"Action, Adventure, Thriller","Ajay Devgn, Abhishek Bachchan, Bipasha Basu, Mukesh Tiwari"
tt11024972,Odd Couple,Drama,"Pradeep Singh Adhikari, Sumit Gulati, Suchitra Krishnamoorthi, Manoj Pahwa"
tt0404797,Ayee Milan Ki Raat,Romance,"Avinash Wadhawan, Shaheen, Anupam Kher, Kulbhushan Kharbanda"
tt0298327,Fakira,"Action, Drama, Thriller","Shashi Kapoor, Shabana Azmi, Govardhan Asrani, Aruna Irani"
tt4716304,SOS: Secrets of Sex,Drama,"Kumaar Aadarsh, Gagan Guru, Harman Preet Kaur, Ritesh Raghuvanshi"
tt6545212,Leera the Soulmate,Sci-Fi,"Rishabh Arora, Dank Rishu, Mehul Adwani, Emiway Bantai"
tt0156014,Red Rose,"Crime, Horror, Mystery","Rajesh Khanna, Poonam Dhillon, Aruna Irani, Om Shivpuri"
tt0099651,Ghar Ho To Aisa,Drama,"Anil Kapoor, Meenakshi Sheshadri, Raj Kiran, Deepti Naval"
tt0381324,Khooni Mahal,Horror,"Raj Kiran, Shoma Anand, Javed Khan, Neelam Mehra"
tt1753640,Crook: It's Good to Be Bad,"Action, Crime, Drama","Emraan Hashmi, Neha Sharma, Arjan Bajwa, Mashhoor Amrohi"
tt20259046,Pareshan,Comedy,"Bunny Abiran, Raju Bedigela, Muralidhar Goud, Pavani Karanam"
tt0451631,Apaharan,"Action, Crime, Drama","Ajay Devgn, Nana Patekar, Bipasha Basu, Ayub Khan"
tt26744173,InCar,"Drama, Thriller","Sandeep Goyat, Manish Jhanjholia, Gyan Prakash, Samsher Singh Sam"
tt9766280,Bhangra Paa Le,"Comedy, Drama, Music","Sunny Kaushal, Rukshar Dhillon, Shriya Pilgaonkar, Parmeet Sethi"
tt0135515,Krishna,"Action, Drama, Romance","Suniel Shetty, Karisma Kapoor, Shakti Kapoor, Tinnu Anand"
tt0439714,Mumbai Express,"Action, Comedy","Kamal Haasan, Manisha Koirala, Pasupathy, Nassar"
tt0078241,Shalimar,"Action, Adventure, Crime","Dharmendra, Zeenat Aman, Rex Harrison, Sylvia Miles"
tt1671446,Aadhi Bhagavan,"Action, Crime, Thriller","Jayam Ravi, Nitu Chandra, Sudha Chandran, Saiju Kurup"
tt0312883,Kya Yehi Pyaar Hai,"Drama, Romance","Jackie Shroff, Aftab Shivdasani, Ameesha Patel, Anupama Verma"
tt11730922,Friendship,"Action, Crime, Drama","Harbhajan Singh, Arjun Sarja, Losliya Mariyanesan, Sathish"
tt1742307,Dunno Y Na Jaane Kyun...,"Drama, Romance","Zeenat Aman, Kabir Bedi, Hazel Croney, Helen"
tt0274944,Teen Devian,"Musical, Romance","Dev Anand, Nanda Karnataki, Simi Garewal, I.S. Johar"
tt6514218,Noblemen,Drama,"Kunal Kapoor, Ali Haji, Mohammed Ali Mir, Ivan Rodrigues"
tt0103689,Angaar,"Action, Crime, Drama","Jackie Shroff, Dimple Kapadia, Nana Patekar, Om Puri"
